2018-01-01T00:03:19Z	6842.5
2018-01-01T00:08:19Z	6842.55
2018-01-01T00:13:19Z	6842.65
2018-01-01T00:18:19Z	6842.75
2018-01-01T00:23:19Z	6842.8
2018-01-01T00:28:19Z	6842.9
2018-01-01T00:33:19Z	6843.0
2018-01-01T00:38:19Z	6843.05
2018-01-01T00:43:19Z	6843.15
2018-01-01T00:48:19Z	6843.25
2018-01-01T00:53:19Z	6843.3
2018-01-01T00:58:19Z	6843.4
2018-01-01T01:03:19Z	6843.5
2018-01-01T01:08:19Z	6843.55
2018-01-01T01:13:19Z	6843.65
2018-01-01T01:18:19Z	6843.75
2018-01-01T01:23:19Z	6843.8
2018-01-01T01:28:19Z	6843.9
2018-01-01T01:33:19Z	6844.0
2018-01-01T01:38:19Z	6844.05
2018-01-01T01:43:19Z	6844.15
2018-01-01T01:48:19Z	6844.25
2018-01-01T01:53:19Z	6844.3
2018-01-01T01:58:19Z	6844.4
2018-01-01T02:03:19Z	6844.5
2018-01-01T02:08:19Z	6844.55
2018-01-01T02:13:19Z	6844.65
2018-01-01T02:18:19Z	6844.75
2018-01-01T02:23:19Z	6844.8
2018-01-01T02:28:19Z	6844.9
2018-01-01T02:33:19Z	6845.0
2018-01-01T02:38:19Z	6845.05
2018-01-01T02:43:19Z	6845.15
2018-01-01T02:48:19Z	6845.25
2018-01-01T02:53:19Z	6845.3
2018-01-01T02:58:19Z	6845.4
2018-01-01T03:03:19Z	6845.5
2018-01-01T03:08:19Z	6845.55
2018-01-01T03:13:19Z	6845.65
2018-01-01T03:18:19Z	6845.75
2018-01-01T03:23:19Z	6845.8
2018-01-01T03:28:19Z	6845.9
2018-01-01T03:33:19Z	6846.0
2018-01-01T03:38:19Z	6846.05
2018-01-01T03:43:19Z	6846.15
2018-01-01T03:48:19Z	6846.25
2018-01-01T03:53:19Z	6846.3
2018-01-01T03:58:19Z	6846.4
2018-01-01T04:03:19Z	6846.5
2018-01-01T04:08:19Z	6846.55
2018-01-01T04:13:19Z	6846.65
2018-01-01T04:18:19Z	6846.75
2018-01-01T04:23:19Z	6846.8
2018-01-01T04:28:19Z	6846.9
2018-01-01T04:33:19Z	6847.0
2018-01-01T04:38:19Z	6847.05
2018-01-01T04:43:19Z	6847.15
2018-01-01T04:48:19Z	6847.25
2018-01-01T04:53:19Z	6847.3
2018-01-01T04:58:19Z	6847.4
2018-01-01T05:03:19Z	6847.5
2018-01-01T05:08:19Z	6847.55
2018-01-01T05:13:19Z	6847.65
2018-01-01T05:18:19Z	6847.75
2018-01-01T05:23:19Z	6847.8
2018-01-01T05:28:19Z	6847.9
2018-01-01T05:33:19Z	6848.0
2018-01-01T05:38:19Z	6848.05
2018-01-01T05:43:19Z	6848.15
2018-01-01T05:48:19Z	6848.25
2018-01-01T05:53:19Z	6848.3
2018-01-01T05:58:19Z	6848.4
2018-01-01T06:03:19Z	6848.5
2018-01-01T06:08:19Z	6848.55
2018-01-01T06:13:19Z	6848.65
2018-01-01T06:18:19Z	6848.75
2018-01-01T06:23:19Z	6848.8
2018-01-01T06:28:19Z	6848.9
2018-01-01T06:33:19Z	6849.0
2018-01-01T06:38:19Z	6849.1
2018-01-01T06:43:19Z	6849.15
2018-01-01T06:48:19Z	6849.25
2018-01-01T06:53:19Z	6849.35
2018-01-01T06:58:19Z	6849.4
2018-01-01T07:03:19Z	6849.5
2018-01-01T07:08:19Z	6849.6
2018-01-01T07:13:19Z	6849.65
2018-01-01T07:18:19Z	6849.75
2018-01-01T07:23:19Z	6849.85
2018-01-01T07:28:19Z	6849.9
2018-01-01T07:33:19Z	6850.0
2018-01-01T07:38:19Z	6850.1
2018-01-01T07:43:19Z	6850.15
2018-01-01T07:48:19Z	6850.25
2018-01-01T07:53:19Z	6850.35
2018-01-01T07:58:19Z	6850.4
2018-01-01T08:03:19Z	6850.5
2018-01-01T08:08:19Z	6850.6
2018-01-01T08:13:19Z	6850.65
2018-01-01T08:18:19Z	6850.75
2018-01-01T08:23:20Z	6850.85
