timestamp,热水回水温度,热水出水温度,冷冻水回水温度,冷冻水出水温度
2018-01-01T10:43:19Z,62.95,85.88,19.44,16.55
2018-01-01T10:48:20Z,62.69,85.97,19.43,16.55
2018-01-01T10:53:19Z,62.16,85.9,19.43,16.54
2018-01-01T10:58:19Z,61.77,85.3,19.42,16.55
2018-01-01T11:03:19Z,61.54,84.99,19.42,16.54
2018-01-01T11:08:20Z,61.93,85.4,19.41,16.54
2018-01-01T11:13:19Z,62.13,85.31,19.26,16.54
2018-01-01T11:18:20Z,61.86,85.2,19.08,16.53
2018-01-01T11:23:20Z,63.29,86.14,19.07,16.54
2018-01-01T11:28:19Z,63.6,86.67,19.07,16.53
2018-01-01T11:33:20Z,64.2,87.06,19.06,16.53
2018-01-01T11:38:19Z,64.3,87.42,19.06,16.53
2018-01-01T11:43:19Z,63.85,87.34,19.07,16.54
2018-01-01T11:48:20Z,64.35,87.51,18.84,16.53
2018-01-01T11:53:20Z,64.18,87.41,18.84,16.53
2018-01-01T11:58:20Z,63.89,87.33,18.84,16.53
2018-01-01T12:03:20Z,64.45,87.37,18.84,16.53
2018-01-01T12:08:20Z,65.04,88.17,18.83,16.53
2018-01-01T12:13:20Z,64.02,87.67,18.83,16.53
2018-01-01T12:18:20Z,64.24,87.54,18.83,16.53
2018-01-01T12:23:20Z,64.86,87.87,18.81,16.53
2018-01-01T12:28:19Z,63.61,87.57,18.76,16.53
2018-01-01T12:33:20Z,63.31,86.98,18.75,16.53
2018-01-01T12:38:20Z,63.2,86.5,18.75,16.53
2018-01-01T12:43:20Z,63.39,86.68,18.75,16.53
2018-01-01T12:48:19Z,62.89,86.51,18.75,16.53
2018-01-01T12:53:20Z,62.32,86.04,18.75,16.53
2018-01-01T12:58:20Z,62.56,85.97,18.75,16.53
2018-01-01T13:03:20Z,62.98,86.14,18.74,16.53
2018-01-01T13:08:20Z,62.47,86.31,18.68,16.53
2018-01-01T13:13:20Z,62.92,86.13,18.67,16.53
2018-01-01T13:18:20Z,63.4,86.63,18.67,16.53
2018-01-01T13:23:20Z,64.52,87.22,18.66,16.53
2018-01-01T13:28:20Z,64.3,87.69,18.67,16.53
2018-01-01T13:33:20Z,64.37,87.66,18.67,16.53
2018-01-01T13:38:20Z,64.5,87.73,18.67,16.52
2018-01-01T13:43:20Z,64.08,87.49,18.66,16.52
2018-01-01T13:48:20Z,64.67,88.06,18.66,16.52
2018-01-01T13:53:20Z,64.26,87.7,18.64,16.53
2018-01-01T13:58:20Z,63.76,87.35,18.64,16.53
2018-01-01T14:03:20Z,64.13,87.64,18.64,16.52
2018-01-01T14:08:20Z,64.67,87.83,18.65,16.53
2018-01-01T14:13:20Z,64.35,87.83,18.65,16.53
2018-01-01T14:18:20Z,63.48,87.38,18.65,16.53
2018-01-01T14:23:20Z,64.1,87.68,18.56,16.53
2018-01-01T14:28:20Z,64.78,87.76,18.56,16.52
2018-01-01T14:33:20Z,64.27,87.93,18.56,16.52
2018-01-01T14:38:20Z,64.72,88.04,18.56,16.53
2018-01-01T14:43:20Z,64.66,87.86,18.56,16.52
2018-01-01T14:48:20Z,64.68,88.19,18.56,16.53
2018-01-01T14:53:20Z,64.04,87.74,18.57,16.53
2018-01-01T14:58:20Z,64.43,87.92,18.56,16.52
2018-01-01T15:03:20Z,64.47,87.86,18.56,16.53
2018-01-01T15:08:20Z,64.58,88.2,18.56,16.53
2018-01-01T15:13:20Z,64.87,88.12,18.56,16.53
2018-01-01T15:18:20Z,65.08,88.43,18.57,16.53
2018-01-01T15:23:20Z,65.72,88.84,18.56,16.53
2018-01-01T15:28:20Z,65.72,88.73,18.56,16.53
2018-01-01T15:33:20Z,65.25,89.01,18.56,16.53
2018-01-01T15:38:20Z,65.14,88.62,18.56,16.53
2018-01-01T15:43:20Z,64.08,88.11,18.56,16.53
2018-01-01T15:48:20Z,63.63,87.67,18.56,16.53
2018-01-01T15:53:20Z,64.02,87.6,18.56,16.53
2018-01-01T15:58:20Z,65.21,87.94,18.56,16.53
2018-01-01T16:03:20Z,65.78,88.96,18.56,16.53
2018-01-01T16:08:20Z,66.13,89.25,18.56,16.54
2018-01-01T16:13:20Z,66.89,89.95,18.56,16.53
2018-01-01T16:18:20Z,65.99,89.35,18.56,16.53
2018-01-01T16:23:20Z,66.17,89.42,18.56,16.53
2018-01-01T16:28:20Z,67.08,90.1,18.56,16.53
2018-01-01T16:33:20Z,66.25,89.56,18.56,16.53
2018-01-01T16:38:20Z,66.27,89.63,18.56,16.53
2018-01-01T16:43:20Z,65.56,89.0,18.56,16.53
2018-01-01T16:48:20Z,66.14,89.3,18.57,16.53
2018-01-01T16:53:20Z,66.23,89.41,18.56,16.53
2018-01-01T16:58:20Z,66.38,89.48,18.57,16.53
2018-01-01T17:03:20Z,65.9,89.37,18.57,16.53
2018-01-01T17:08:20Z,66.06,89.23,18.57,16.53
2018-01-01T17:13:20Z,65.56,89.26,18.57,16.53
2018-01-01T17:18:20Z,65.61,88.83,18.57,16.53
2018-01-01T17:23:20Z,67.0,89.34,18.57,16.53
2018-01-01T17:28:20Z,65.98,89.78,18.57,16.53
2018-01-01T17:33:20Z,66.24,89.12,18.57,16.52
2018-01-01T17:38:20Z,65.69,89.31,18.57,16.53
2018-01-01T17:43:20Z,66.09,89.27,18.58,16.53
2018-01-01T17:48:20Z,65.67,89.2,18.57,16.52
2018-01-01T17:53:20Z,65.81,89.25,18.57,16.52
2018-01-01T17:58:20Z,65.85,88.95,18.58,16.53
2018-01-01T18:03:20Z,66.25,89.42,18.57,16.52
2018-01-01T18:08:20Z,66.51,89.67,18.57,16.53
2018-01-01T18:13:20Z,66.13,89.17,18.58,16.52
2018-01-01T18:18:20Z,65.69,89.21,18.58,16.52
2018-01-01T18:23:20Z,66.32,89.51,18.58,16.52
2018-01-01T18:28:20Z,66.82,89.62,18.58,16.52
2018-01-01T18:33:20Z,66.47,89.61,18.57,16.52
2018-01-01T18:38:20Z,66.08,89.41,18.58,16.52
2018-01-01T18:43:20Z,66.04,89.39,18.57,16.52
2018-01-01T18:48:20Z,67.04,89.52,18.57,16.52
2018-01-01T18:53:20Z,66.6,89.97,18.58,16.52
2018-01-01T18:58:20Z,66.44,89.64,18.58,16.52
2018-01-01T19:03:20Z,65.68,89.02,18.57,16.51
2018-01-01T19:08:20Z,66.46,89.42,18.58,16.51
2018-01-01T19:13:20Z,66.41,89.21,18.58,16.52
2018-01-01T19:18:20Z,66.08,89.49,18.57,16.52
2018-01-01T19:23:20Z,66.64,89.62,18.58,16.52
2018-01-01T19:28:20Z,66.94,89.54,18.58,16.51
2018-01-01T19:33:20Z,67.53,90.28,18.57,16.51
2018-01-01T19:38:20Z,66.41,90.2,18.57,16.52
2018-01-01T19:43:20Z,66.95,89.85,18.58,16.52
2018-01-01T19:48:20Z,66.8,89.82,18.58,16.51
2018-01-01T19:53:20Z,66.77,89.66,18.58,16.51
2018-01-01T19:58:20Z,66.88,90.0,18.58,16.51
2018-01-01T20:03:20Z,66.53,89.98,18.58,16.51
2018-01-01T20:08:20Z,67.83,90.12,18.58,16.51
2018-01-01T20:13:20Z,67.63,89.32,18.58,16.51
2018-01-01T20:18:20Z,67.11,90.06,18.58,16.51
2018-01-01T20:23:20Z,67.14,90.0,18.58,16.5
2018-01-01T20:28:20Z,66.1,89.62,18.58,16.51
2018-01-01T20:33:20Z,65.41,88.69,18.58,16.51
2018-01-01T20:38:20Z,65.53,88.71,18.58,16.5
2018-01-01T20:43:20Z,65.96,89.17,18.58,16.5
2018-01-01T20:48:20Z,65.34,88.7,18.58,16.51
2018-01-01T20:53:20Z,65.48,88.76,18.58,16.51
2018-01-01T20:58:20Z,65.65,88.61,18.58,16.5
2018-01-01T21:03:20Z,67.6,89.83,18.58,16.5
2018-01-01T21:08:20Z,66.79,90.13,18.58,16.5
2018-01-01T21:13:20Z,68.06,90.35,18.59,16.5
2018-01-01T21:18:20Z,66.74,89.29,18.58,16.5
2018-01-01T21:23:20Z,68.37,90.26,18.58,16.5
2018-01-01T21:28:20Z,67.9,89.96,18.58,16.5
2018-01-01T21:33:20Z,68.18,90.41,18.58,16.5
2018-01-01T21:38:20Z,69.34,89.07,18.58,16.5
2018-01-01T21:43:20Z,68.76,90.46,18.58,16.5
2018-01-01T21:48:20Z,69.51,88.87,18.58,16.5
2018-01-01T21:53:20Z,69.08,89.36,18.58,16.5
2018-01-01T21:58:20Z,70.85,90.6,18.58,16.5
2018-01-01T22:03:20Z,72.08,90.39,18.59,16.5
2018-01-01T22:08:20Z,73.58,91.29,18.58,16.5
2018-01-01T22:13:20Z,74.04,90.37,18.58,16.5
2018-01-01T22:18:20Z,74.31,90.37,18.59,16.5
2018-01-01T22:23:20Z,73.97,91.97,18.59,16.49
2018-01-01T22:28:20Z,74.23,90.15,18.58,16.49
2018-01-01T22:33:20Z,74.52,91.08,18.59,16.49
2018-01-01T22:38:20Z,74.56,91.8,18.59,16.5
2018-01-01T22:43:20Z,75.12,90.77,18.59,16.5
2018-01-01T22:48:20Z,75.08,92.1,18.59,16.5
2018-01-01T22:53:20Z,75.55,90.57,18.59,16.5
2018-01-01T22:58:20Z,75.63,91.73,18.59,16.5
2018-01-01T23:03:20Z,75.9,91.47,18.59,16.49
2018-01-01T23:08:20Z,76.21,90.93,18.59,16.5
2018-01-01T23:13:20Z,76.51,92.66,18.59,16.5
2018-01-01T23:18:20Z,76.64,91.55,18.6,16.5
2018-01-01T23:23:20Z,76.36,91.07,18.59,16.49
2018-01-01T23:28:20Z,76.25,92.53,18.6,16.49
2018-01-01T23:33:20Z,76.35,91.25,18.59,16.5
2018-01-01T23:38:20Z,76.42,91.34,18.6,16.49
2018-01-01T23:43:20Z,76.28,92.54,18.59,16.49
2018-01-01T23:48:20Z,76.68,91.06,18.6,16.49
2018-01-01T23:53:20Z,76.75,91.43,18.59,16.5
2018-01-01T23:58:20Z,76.86,92.66,18.6,16.49
2018-01-02T00:03:20Z,77.02,91.5,18.6,16.49
2018-01-02T00:08:20Z,77.2,91.17,18.6,16.5
2018-01-02T00:13:20Z,77.33,92.5,18.6,16.5
2018-01-02T00:18:20Z,77.61,92.81,18.6,16.5
2018-01-02T00:23:20Z,77.86,92.0,18.6,16.5
2018-01-02T00:28:20Z,78.0,91.38,18.6,16.5
2018-01-02T00:33:20Z,78.25,91.64,18.6,16.5
2018-01-02T00:38:20Z,78.45,92.8,18.61,16.5
2018-01-02T00:43:20Z,78.6,93.2,18.6,16.5
2018-01-02T00:48:20Z,78.81,93.09,18.6,16.49
2018-01-02T00:53:20Z,78.7,92.77,18.61,16.5
2018-01-02T00:58:20Z,78.85,92.28,18.6,16.5
2018-01-02T01:03:21Z,79.08,92.09,18.6,16.5
2018-01-02T01:08:21Z,79.2,91.76,18.61,16.5
2018-01-02T01:13:21Z,79.28,91.82,18.6,16.5
2018-01-02T01:18:20Z,79.58,91.93,18.6,16.5
2018-01-02T01:23:20Z,79.79,92.37,18.6,16.5
2018-01-02T01:28:21Z,79.98,92.43,18.61,16.49
2018-01-02T01:33:20Z,80.05,92.66,18.61,16.5
2018-01-02T01:38:21Z,79.97,92.58,18.61,16.5
2018-01-02T01:43:20Z,79.9,92.75,18.61,16.5
2018-01-02T01:48:20Z,80.13,92.91,18.61,16.5
2018-01-02T01:53:20Z,79.99,93.09,18.61,16.5
2018-01-02T01:58:21Z,80.0,92.96,18.61,16.5
2018-01-02T02:03:21Z,80.13,93.22,18.61,16.51
2018-01-02T02:08:20Z,79.97,93.45,18.61,16.5
2018-01-02T02:13:21Z,80.12,93.39,18.61,16.5
2018-01-02T02:18:21Z,80.02,93.54,18.61,16.51
2018-01-02T02:23:20Z,79.93,93.39,18.61,16.5
2018-01-02T02:28:21Z,80.27,93.67,18.61,16.51
2018-01-02T02:33:21Z,80.42,93.62,18.61,16.51
2018-01-02T02:38:20Z,80.4,93.7,18.62,16.51
2018-01-02T02:43:20Z,80.7,93.72,18.62,16.51
2018-01-02T02:48:20Z,80.78,93.59,18.62,16.51
2018-01-02T02:53:21Z,80.81,93.62,18.62,16.51
2018-01-02T02:58:21Z,80.89,93.24,18.62,16.51
2018-01-02T03:03:21Z,80.94,93.22,18.62,16.51
2018-01-02T03:08:21Z,81.16,92.89,18.62,16.51
2018-01-02T03:13:21Z,81.04,92.77,18.62,16.51
2018-01-02T03:18:21Z,81.32,92.68,18.63,16.52
2018-01-02T03:23:20Z,81.56,92.75,18.63,16.52
2018-01-02T03:28:21Z,81.52,92.87,18.63,16.52
2018-01-02T03:33:21Z,81.75,93.18,18.63,16.52
2018-01-02T03:38:21Z,81.84,93.46,18.63,16.51
2018-01-02T03:43:21Z,82.02,94.06,18.63,16.51
2018-01-02T03:48:21Z,80.32,93.92,18.63,16.52
2018-01-02T03:53:20Z,79.23,93.27,18.64,16.52
2018-01-02T03:58:21Z,79.16,92.66,18.63,16.52
2018-01-02T04:03:21Z,80.42,92.86,18.63,16.52
2018-01-02T04:08:21Z,80.05,92.85,18.64,16.53
2018-01-02T04:13:21Z,80.02,92.52,18.64,16.52
2018-01-02T04:18:21Z,83.37,93.28,18.63,16.53
2018-01-02T04:23:21Z,82.13,92.55,18.64,16.53
2018-01-02T04:28:21Z,79.72,91.65,18.64,16.53
2018-01-02T04:33:21Z,80.13,91.24,18.64,16.53
2018-01-02T04:38:21Z,81.11,91.83,18.64,16.52
2018-01-02T04:43:21Z,80.01,91.32,18.65,16.53
2018-01-02T04:48:21Z,79.47,91.15,18.64,16.53
2018-01-02T04:53:21Z,79.96,91.59,18.64,16.53
2018-01-02T04:58:21Z,80.46,92.06,18.64,16.53
2018-01-02T05:03:21Z,79.36,92.37,18.65,16.53
2018-01-02T05:08:21Z,78.86,92.43,18.64,16.54
2018-01-02T05:13:21Z,78.12,91.59,18.65,16.53
2018-01-02T05:18:21Z,76.76,90.48,18.65,16.54
2018-01-02T05:23:21Z,74.68,91.53,18.65,16.53
2018-01-02T05:28:21Z,74.66,90.44,18.65,16.53
2018-01-02T05:33:21Z,74.58,91.08,18.65,16.54
2018-01-02T05:38:21Z,73.9,90.96,18.65,16.54
2018-01-02T05:43:21Z,71.32,88.69,18.65,16.54
2018-01-02T05:48:21Z,71.47,88.05,18.65,16.54
2018-01-02T05:53:21Z,71.29,88.38,18.65,16.54
2018-01-02T05:58:21Z,71.42,88.8,18.66,16.54
2018-01-02T06:03:21Z,71.02,88.92,18.65,16.54
2018-01-02T06:08:21Z,72.29,89.49,18.66,16.54
2018-01-02T06:13:21Z,71.15,90.56,18.66,16.54
2018-01-02T06:18:21Z,70.55,90.03,18.66,16.54
2018-01-02T06:23:21Z,71.23,88.78,18.65,16.55
2018-01-02T06:28:21Z,71.64,89.64,18.66,16.54
2018-01-02T06:33:21Z,72.72,90.01,18.66,16.55
2018-01-02T06:38:21Z,72.37,89.38,18.66,16.54
2018-01-02T06:43:21Z,73.74,88.81,18.66,16.54
2018-01-02T06:48:21Z,73.91,90.69,18.66,16.54
2018-01-02T06:53:21Z,74.88,90.14,18.66,16.55
2018-01-02T06:58:21Z,74.12,89.78,18.66,16.55
2018-01-02T07:03:21Z,74.2,89.31,18.66,16.55
2018-01-02T07:08:21Z,75.04,89.79,18.67,16.55
2018-01-02T07:13:21Z,74.43,89.23,18.67,16.55
2018-01-02T07:18:21Z,73.23,88.95,18.67,16.55
2018-01-02T07:23:21Z,68.85,89.36,18.67,16.55
2018-01-02T07:28:21Z,73.35,90.16,18.67,16.55
2018-01-02T07:33:21Z,77.63,91.14,18.67,16.55
2018-01-02T07:38:21Z,73.76,91.48,18.67,16.55
2018-01-02T07:43:21Z,70.38,89.79,18.67,16.55
2018-01-02T07:48:21Z,69.77,89.96,18.67,16.55
2018-01-02T07:53:21Z,70.44,88.83,18.67,16.55
2018-01-02T07:58:21Z,68.07,90.62,18.67,16.55
2018-01-02T08:03:21Z,70.84,88.63,18.61,16.55
2018-01-02T08:08:21Z,66.7,88.96,18.61,16.55
2018-01-02T08:13:21Z,64.88,88.92,18.61,16.55
2018-01-02T08:18:21Z,65.84,88.75,18.61,16.55
2018-01-02T08:23:21Z,66.94,89.51,18.6,16.55
2018-01-02T08:28:21Z,65.47,89.42,18.61,16.56
2018-01-02T08:33:21Z,65.96,89.26,18.6,16.55
2018-01-02T08:38:21Z,65.58,88.92,18.64,16.56
2018-01-02T08:43:21Z,66.99,90.4,18.64,16.56
2018-01-02T08:48:21Z,65.53,89.93,18.66,16.56
2018-01-02T08:53:21Z,61.68,87.05,18.66,16.56
2018-01-02T08:58:21Z,60.32,84.56,18.66,16.56
2018-01-02T09:03:21Z,59.9,84.24,18.66,16.56
2018-01-02T09:08:21Z,61.41,83.15,18.74,16.56
2018-01-02T09:13:21Z,61.53,82.75,18.75,16.56
2018-01-02T09:18:21Z,61.95,83.79,18.75,16.56
2018-01-02T09:23:21Z,63.46,85.25,18.75,16.57
2018-01-02T09:28:21Z,61.14,85.04,18.76,16.57
2018-01-02T09:33:21Z,62.45,85.38,18.75,16.57
2018-01-02T09:38:21Z,59.6,84.98,18.75,16.57
2018-01-02T09:43:21Z,59.66,83.51,18.8,16.57
2018-01-02T09:48:21Z,57.08,82.08,18.79,16.57
2018-01-02T09:53:21Z,58.53,82.83,18.8,16.58
2018-01-02T09:58:21Z,57.3,81.52,18.8,16.58
2018-01-02T10:03:21Z,57.44,81.92,18.8,16.58
2018-01-02T10:08:21Z,58.86,82.34,18.8,16.58
2018-01-02T10:13:21Z,58.83,82.78,18.8,16.58
2018-01-02T10:18:21Z,58.77,83.68,18.8,16.58
2018-01-02T10:23:21Z,61.31,85.52,18.88,16.59
2018-01-02T10:28:21Z,61.36,85.85,18.88,16.59
2018-01-02T10:33:21Z,61.47,85.77,18.89,16.59
2018-01-02T10:38:21Z,61.22,86.35,18.88,16.59
2018-01-02T10:43:21Z,62.16,86.44,18.88,16.59
2018-01-02T10:48:21Z,62.6,86.98,18.89,16.59
2018-01-02T10:53:21Z,62.71,86.59,18.89,16.6
2018-01-02T10:58:21Z,61.57,86.49,19.04,16.59
2018-01-02T11:03:21Z,61.53,86.54,19.13,16.6
2018-01-02T11:08:21Z,61.33,85.12,19.3,16.6
2018-01-02T11:13:21Z,60.68,85.9,19.3,16.6
2018-01-02T11:18:21Z,60.39,84.8,19.3,16.6
2018-01-02T11:23:21Z,61.78,85.53,19.29,16.61
2018-01-02T11:28:21Z,61.14,85.89,19.26,16.61
2018-01-02T11:33:21Z,60.07,84.82,19.26,16.61
2018-01-02T11:38:21Z,61.33,85.55,19.26,16.61
2018-01-02T11:43:21Z,60.4,85.05,19.26,16.61
2018-01-02T11:48:21Z,61.75,85.81,19.29,16.62
2018-01-02T11:53:21Z,60.9,86.14,19.26,16.62
2018-01-02T11:58:21Z,62.0,85.93,19.21,16.62
2018-01-02T12:03:21Z,60.99,86.03,19.18,16.62
2018-01-02T12:08:21Z,62.7,86.67,19.17,16.63
2018-01-02T12:13:21Z,62.32,86.34,19.17,16.63
2018-01-02T12:18:21Z,63.08,87.04,19.17,16.64
2018-01-02T12:23:21Z,60.41,85.46,19.17,16.63
2018-01-02T12:28:21Z,62.47,86.9,19.22,16.64
2018-01-02T12:33:21Z,60.77,85.23,19.22,16.64
2018-01-02T12:38:21Z,60.83,85.91,19.22,16.64
2018-01-02T12:43:21Z,61.9,85.86,19.21,16.64
2018-01-02T12:48:21Z,61.55,85.77,19.21,16.65
2018-01-02T12:53:21Z,61.82,86.86,19.22,16.66
2018-01-02T12:58:21Z,61.53,86.2,19.22,16.66
2018-01-02T13:03:21Z,61.75,86.24,19.22,16.66
2018-01-02T13:08:21Z,61.78,86.49,19.23,16.66
2018-01-02T13:13:21Z,61.71,86.29,19.26,16.66
2018-01-02T13:18:21Z,63.5,86.27,19.43,16.67
2018-01-02T13:23:21Z,61.64,87.03,19.63,16.67
